user_id,neighbor_id,periods,total_timesteps
P_1-3_2278,P_1-3_3793,"[{'start_time': 21300, 'end_time': 21325, 'duration': 26}, {'start_time': 21300, 'end_time': 21325, 'duration': 26}]",6794
P_1-3_2278,P_2-1_6274,"[{'start_time': 22796, 'end_time': 22820, 'duration': 25}, {'start_time': 22796, 'end_time': 22820, 'duration': 25}, {'start_time': 22962, 'end_time': 22986, 'duration': 25}, {'start_time': 22962, 'end_time': 22986, 'duration': 25}]",6794
P_1-1-pt_6031,P_1-1-pt_1121,"[{'start_time': 20211, 'end_time': 20238, 'duration': 28}, {'start_time': 20211, 'end_time': 20238, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_2606,"[{'start_time': 21120, 'end_time': 21147, 'duration': 28}, {'start_time': 21120, 'end_time': 21147, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_1966,"[{'start_time': 21201, 'end_time': 21228, 'duration': 28}, {'start_time': 21201, 'end_time': 21228, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_5906,"[{'start_time': 21713, 'end_time': 21740, 'duration': 28}, {'start_time': 21713, 'end_time': 21740, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_1238,"[{'start_time': 21732, 'end_time': 21759, 'duration': 28}, {'start_time': 21732, 'end_time': 21759, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_3916,"[{'start_time': 21874, 'end_time': 21911, 'duration': 38}, {'start_time': 21874, 'end_time': 21911, 'duration': 38}]",6793
P_1-1-pt_6031,P_1-1-pt_1226,"[{'start_time': 22228, 'end_time': 22255, 'duration': 28}, {'start_time': 22228, 'end_time': 22255, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_5199,"[{'start_time': 22541, 'end_time': 22573, 'duration': 33}, {'start_time': 22541, 'end_time': 22573, 'duration': 33}]",6793
P_1-1-pt_6031,P_1-1-pt_0,"[{'start_time': 23863, 'end_time': 23908, 'duration': 46}, {'start_time': 23863, 'end_time': 23908, 'duration': 46}]",6793
P_1-1-pt_6031,P_1-1-pt_8068,"[{'start_time': 23942, 'end_time': 23977, 'duration': 36}, {'start_time': 23942, 'end_time': 23977, 'duration': 36}, {'start_time': 24051, 'end_time': 24078, 'duration': 28}, {'start_time': 24051, 'end_time': 24078, 'duration': 28}]",6793
P_1-1-pt_6031,P_2-1_2136,"[{'start_time': 24187, 'end_time': 24233, 'duration': 47}, {'start_time': 24187, 'end_time': 24233, 'duration': 47}]",6793
P_1-1-pt_6031,P_1-1-pt_4671,"[{'start_time': 24857, 'end_time': 24884, 'duration': 28}, {'start_time': 24857, 'end_time': 24884, 'duration': 28}]",6793
P_1-1-pt_6031,P_1-1-pt_4919,"[{'start_time': 24946, 'end_time': 24974, 'duration': 29}, {'start_time': 24946, 'end_time': 24974, 'duration': 29}]",6793
P_2-1_1248,P_2-1_3119,"[{'start_time': 20229, 'end_time': 20247, 'duration': 19}, {'start_time': 20229, 'end_time': 20247, 'duration': 19}]",6790
P_2-1_1248,P_1-3_4644,"[{'start_time': 20364, 'end_time': 20382, 'duration': 19}, {'start_time': 20364, 'end_time': 20382, 'duration': 19}]",6790
P_2-1_1248,P_2-1_2486,"[{'start_time': 22345, 'end_time': 22364, 'duration': 20}, {'start_time': 22345, 'end_time': 22364, 'duration': 20}]",6790
P_2-1_1248,P_2-1_3601,"[{'start_time': 23143, 'end_time': 23162, 'duration': 20}, {'start_time': 23143, 'end_time': 23162, 'duration': 20}]",6790
P_2-1_1248,P_2-1_600,"[{'start_time': 24743, 'end_time': 24762, 'duration': 20}, {'start_time': 24743, 'end_time': 24762, 'duration': 20}]",6790
P_2-1_1248,P_1-2_5765,"[{'start_time': 24934, 'end_time': 24952, 'duration': 19}, {'start_time': 24934, 'end_time': 24952, 'duration': 19}]",6790
P_1-1-pt_776,P_1-1-pt_7142,"[{'start_time': 20738, 'end_time': 20768, 'duration': 31}, {'start_time': 20738, 'end_time': 20768, 'duration': 31}]",6782
P_1-1-pt_776,P_1-1-pt_7760,"[{'start_time': 20768, 'end_time': 20795, 'duration': 28}, {'start_time': 20768, 'end_time': 20795, 'duration': 28}]",6782
P_1-1-pt_776,P_1-3_2053,"[{'start_time': 20882, 'end_time': 20906, 'duration': 25}, {'start_time': 20882, 'end_time': 20906, 'duration': 25}]",6782
P_1-1-pt_776,P_1-1-pt_6297,"[{'start_time': 21323, 'end_time': 21373, 'duration': 51}, {'start_time': 21323, 'end_time': 21373, 'duration': 51}]",6782
P_1-1-pt_776,P_1-1-pt_5199,"[{'start_time': 21432, 'end_time': 21463, 'duration': 32}, {'start_time': 21432, 'end_time': 21463, 'duration': 32}]",6782
P_1-1-pt_776,P_1-2_303,"[{'start_time': 21676, 'end_time': 21740, 'duration': 65}, {'start_time': 21676, 'end_time': 21740, 'duration': 65}]",6782
P_1-1-pt_776,P_1-1-pt_6931,"[{'start_time': 21724, 'end_time': 21750, 'duration': 27}, {'start_time': 21724, 'end_time': 21750, 'duration': 27}]",6782
P_1-1-pt_776,P_1-1-pt_4996,"[{'start_time': 22584, 'end_time': 22612, 'duration': 29}, {'start_time': 22584, 'end_time': 22612, 'duration': 29}]",6782
P_1-1-pt_776,P_1-2_2543,"[{'start_time': 23726, 'end_time': 23750, 'duration': 25}, {'start_time': 23726, 'end_time': 23750, 'duration': 25}]",6782
P_1-1-pt_4262,P_1-1-pt_5167,"[{'start_time': 19159, 'end_time': 19187, 'duration': 29}, {'start_time': 19159, 'end_time': 19187, 'duration': 29}]",6777
P_1-1-pt_4262,P_1-1-pt_1747,"[{'start_time': 19190, 'end_time': 19215, 'duration': 26}, {'start_time': 19190, 'end_time': 19215, 'duration': 26}]",6777
P_1-1-pt_4262,P_1-1-pt_3671,"[{'start_time': 18999, 'end_time': 19286, 'duration': 288}, {'start_time': 18999, 'end_time': 19286, 'duration': 288}]",6777
P_1-1-pt_4262,P_1-1-pt_6743,"[{'start_time': 19714, 'end_time': 19739, 'duration': 26}, {'start_time': 19714, 'end_time': 19739, 'duration': 26}]",6777
P_1-1-pt_4262,P_1-1-pt_394,"[{'start_time': 20907, 'end_time': 20938, 'duration': 32}, {'start_time': 20907, 'end_time': 20938, 'duration': 32}]",6777
P_1-1-pt_4262,P_1-2_104,"[{'start_time': 21702, 'end_time': 21716, 'duration': 15}, {'start_time': 21702, 'end_time': 21716, 'duration': 15}]",6777
P_1-1-pt_4262,P_1-2_1715,"[{'start_time': 22415, 'end_time': 22438, 'duration': 24}, {'start_time': 22415, 'end_time': 22438, 'duration': 24}]",6777
P_1-1-pt_4262,P_1-1-pt_5357,"[{'start_time': 22580, 'end_time': 22605, 'duration': 26}, {'start_time': 22580, 'end_time': 22605, 'duration': 26}]",6777
P_1-1-pt_4262,P_1-1-veh_152,"[{'start_time': 22620, 'end_time': 22643, 'duration': 24}, {'start_time': 22620, 'end_time': 22643, 'duration': 24}]",6777
P_1-1-pt_4262,P_1-2_2795,"[{'start_time': 22818, 'end_time': 22839, 'duration': 22}, {'start_time': 22818, 'end_time': 22839, 'duration': 22}]",6777
P_1-1-pt_4262,P_1-1-pt_1420,"[{'start_time': 22814, 'end_time': 22840, 'duration': 27}, {'start_time': 22814, 'end_time': 22840, 'duration': 27}]",6777
P_1-1-pt_4262,P_1-1-pt_8247,"[{'start_time': 22825, 'end_time': 22850, 'duration': 26}, {'start_time': 22825, 'end_time': 22850, 'duration': 26}]",6777
P_1-1-pt_4262,P_1-2_2543,"[{'start_time': 22952, 'end_time': 22968, 'duration': 17}, {'start_time': 22952, 'end_time': 22968, 'duration': 17}]",6777
P_1-1-pt_4262,P_1-2_671,"[{'start_time': 23026, 'end_time': 23046, 'duration': 21}, {'start_time': 23026, 'end_time': 23046, 'duration': 21}]",6777
P_1-1-pt_4262,P_1-1-pt_3512,"[{'start_time': 23026, 'end_time': 23052, 'duration': 27}, {'start_time': 23026, 'end_time': 23052, 'duration': 27}]",6777
P_1-1-pt_4262,P_1-1-pt_1798,"[{'start_time': 23860, 'end_time': 23886, 'duration': 27}, {'start_time': 23860, 'end_time': 23886, 'duration': 27}]",6777
P_1-1-pt_6673,P_1-1-pt_7440,"[{'start_time': 20522, 'end_time': 20547, 'duration': 26}, {'start_time': 20522, 'end_time': 20547, 'duration': 26}]",6768
P_1-1-pt_6673,P_1-2_3702,"[{'start_time': 22150, 'end_time': 22177, 'duration': 28}, {'start_time': 22150, 'end_time': 22177, 'duration': 28}]",6768
P_1-1-pt_6673,P_1-3_1945,"[{'start_time': 22273, 'end_time': 22297, 'duration': 25}, {'start_time': 22273, 'end_time': 22297, 'duration': 25}, {'start_time': 24144, 'end_time': 24154, 'duration': 11}, {'start_time': 24144, 'end_time': 24154, 'duration': 11}]",6768
P_1-1-pt_6673,P_1-1-pt_2920,"[{'start_time': 22891, 'end_time': 22915, 'duration': 25}, {'start_time': 22891, 'end_time': 22915, 'duration': 25}]",6768
P_1-1-pt_6673,P_1-1-pt_1747,"[{'start_time': 23693, 'end_time': 23713, 'duration': 21}, {'start_time': 23693, 'end_time': 23713, 'duration': 21}]",6768
P_1-1-pt_6673,P_1-3_1027,"[{'start_time': 24309, 'end_time': 24319, 'duration': 11}, {'start_time': 24309, 'end_time': 24319, 'duration': 11}]",6768
P_1-1-pt_6673,P_2-1_1724,"[{'start_time': 24571, 'end_time': 24581, 'duration': 11}, {'start_time': 24571, 'end_time': 24581, 'duration': 11}]",6768
P_1-3_3457,P_1-3_3046,"[{'start_time': 18437, 'end_time': 18459, 'duration': 23}, {'start_time': 18437, 'end_time': 18459, 'duration': 23}, {'start_time': 24531, 'end_time': 24556, 'duration': 26}, {'start_time': 24531, 'end_time': 24556, 'duration': 26}]",6764
P_1-3_3457,P_1-3_3834,"[{'start_time': 18641, 'end_time': 18660, 'duration': 20}, {'start_time': 18641, 'end_time': 18660, 'duration': 20}, {'start_time': 24112, 'end_time': 24136, 'duration': 25}, {'start_time': 24112, 'end_time': 24136, 'duration': 25}]",6764
P_1-3_3457,P_1-3_1785,"[{'start_time': 18759, 'end_time': 18777, 'duration': 19}, {'start_time': 18759, 'end_time': 18777, 'duration': 19}]",6764
P_1-3_3457,P_1-2_2554,"[{'start_time': 18861, 'end_time': 18879, 'duration': 19}, {'start_time': 18861, 'end_time': 18879, 'duration': 19}]",6764
P_1-3_3457,P_1-1-pt_4966,"[{'start_time': 19221, 'end_time': 19244, 'duration': 24}, {'start_time': 19221, 'end_time': 19244, 'duration': 24}]",6764
P_1-3_3457,P_1-1-veh_234,"[{'start_time': 19633, 'end_time': 19652, 'duration': 20}, {'start_time': 19633, 'end_time': 19652, 'duration': 20}]",6764
P_1-3_3457,P_1-1-pt_1238,"[{'start_time': 20271, 'end_time': 20294, 'duration': 24}, {'start_time': 20271, 'end_time': 20294, 'duration': 24}]",6764
P_1-3_3457,P_1-1-pt_6538,"[{'start_time': 20486, 'end_time': 20496, 'duration': 11}, {'start_time': 20486, 'end_time': 20496, 'duration': 11}]",6764
P_1-3_3457,P_1-1-pt_8682,"[{'start_time': 20637, 'end_time': 20647, 'duration': 11}, {'start_time': 20637, 'end_time': 20647, 'duration': 11}]",6764
P_1-3_3457,P_1-2_3389,"[{'start_time': 21832, 'end_time': 21850, 'duration': 19}, {'start_time': 21832, 'end_time': 21850, 'duration': 19}]",6764
P_1-3_3457,P_1-2_4734,"[{'start_time': 23491, 'end_time': 23515, 'duration': 25}, {'start_time': 23491, 'end_time': 23515, 'duration': 25}, {'start_time': 24949, 'end_time': 24973, 'duration': 25}, {'start_time': 24949, 'end_time': 24973, 'duration': 25}]",6764
P_1-3_3457,P_1-3_2454,"[{'start_time': 23550, 'end_time': 23574, 'duration': 25}, {'start_time': 23550, 'end_time': 23574, 'duration': 25}]",6764
P_1-3_3457,P_1-2_4206,"[{'start_time': 23636, 'end_time': 23660, 'duration': 25}, {'start_time': 23636, 'end_time': 23660, 'duration': 25}, {'start_time': 25119, 'end_time': 25143, 'duration': 25}, {'start_time': 25119, 'end_time': 25143, 'duration': 25}]",6764
P_1-3_3457,P_1-3_1500,"[{'start_time': 23704, 'end_time': 23729, 'duration': 26}, {'start_time': 23704, 'end_time': 23729, 'duration': 26}, {'start_time': 25142, 'end_time': 25167, 'duration': 26}, {'start_time': 25142, 'end_time': 25167, 'duration': 26}]",6764
P_1-3_3457,P_1-3_3901,"[{'start_time': 23770, 'end_time': 23794, 'duration': 25}, {'start_time': 23770, 'end_time': 23794, 'duration': 25}]",6764
P_1-3_3457,P_1-2_1420,"[{'start_time': 23890, 'end_time': 23914, 'duration': 25}, {'start_time': 23890, 'end_time': 23914, 'duration': 25}]",6764
P_1-3_3457,P_1-3_228,"[{'start_time': 23900, 'end_time': 23924, 'duration': 25}, {'start_time': 23900, 'end_time': 23924, 'duration': 25}]",6764
P_1-3_3457,P_1-3_3776,"[{'start_time': 24141, 'end_time': 24165, 'duration': 25}, {'start_time': 24141, 'end_time': 24165, 'duration': 25}]",6764
P_1-3_3457,P_2-1_2161,"[{'start_time': 24337, 'end_time': 24361, 'duration': 25}, {'start_time': 24337, 'end_time': 24361, 'duration': 25}]",6764
P_1-3_3457,P_1-2_3280,"[{'start_time': 24446, 'end_time': 24471, 'duration': 26}, {'start_time': 24446, 'end_time': 24471, 'duration': 26}]",6764
P_1-3_3457,P_1-3_4168,"[{'start_time': 24740, 'end_time': 24765, 'duration': 26}, {'start_time': 24740, 'end_time': 24765, 'duration': 26}]",6764
P_1-3_3457,P_1-3_2053,"[{'start_time': 24937, 'end_time': 24961, 'duration': 25}, {'start_time': 24937, 'end_time': 24961, 'duration': 25}]",6764
P_1-2_2229,P_1-2_2030,"[{'start_time': 18467, 'end_time': 18476, 'duration': 10}, {'start_time': 18467, 'end_time': 18476, 'duration': 10}, {'start_time': 18882, 'end_time': 18906, 'duration': 25}, {'start_time': 18882, 'end_time': 18906, 'duration': 25}, {'start_time': 19313, 'end_time': 19348, 'duration': 36}, {'start_time': 19313, 'end_time': 19348, 'duration': 36}, {'start_time': 19764, 'end_time': 19788, 'duration': 25}, {'start_time': 19764, 'end_time': 19788, 'duration': 25}, {'start_time': 20200, 'end_time': 20225, 'duration': 26}, {'start_time': 20200, 'end_time': 20225, 'duration': 26}, {'start_time': 20646, 'end_time': 20670, 'duration': 25}, {'start_time': 20646, 'end_time': 20670, 'duration': 25}, {'start_time': 21082, 'end_time': 21106, 'duration': 25}, {'start_time': 21082, 'end_time': 21106, 'duration': 25}, {'start_time': 21528, 'end_time': 21552, 'duration': 25}, {'start_time': 21528, 'end_time': 21552, 'duration': 25}, {'start_time': 21964, 'end_time': 21988, 'duration': 25}, {'start_time': 21964, 'end_time': 21988, 'duration': 25}, {'start_time': 22410, 'end_time': 22434, 'duration': 25}, {'start_time': 22410, 'end_time': 22434, 'duration': 25}, {'start_time': 22846, 'end_time': 22870, 'duration': 25}, {'start_time': 22846, 'end_time': 22870, 'duration': 25}, {'start_time': 23292, 'end_time': 23316, 'duration': 25}, {'start_time': 23292, 'end_time': 23316, 'duration': 25}, {'start_time': 23728, 'end_time': 23752, 'duration': 25}, {'start_time': 23728, 'end_time': 23752, 'duration': 25}, {'start_time': 24174, 'end_time': 24198, 'duration': 25}, {'start_time': 24174, 'end_time': 24198, 'duration': 25}, {'start_time': 24610, 'end_time': 24634, 'duration': 25}, {'start_time': 24610, 'end_time': 24634, 'duration': 25}, {'start_time': 25056, 'end_time': 25080, 'duration': 25}, {'start_time': 25056, 'end_time': 25080, 'duration': 25}]",6762
P_1-2_2229,P_2-1_5435,"[{'start_time': 18730, 'end_time': 18754, 'duration': 25}, {'start_time': 18730, 'end_time': 18754, 'duration': 25}, {'start_time': 19153, 'end_time': 19177, 'duration': 25}, {'start_time': 19153, 'end_time': 19177, 'duration': 25}, {'start_time': 19588, 'end_time': 19612, 'duration': 25}, {'start_time': 19588, 'end_time': 19612, 'duration': 25}, {'start_time': 20011, 'end_time': 20035, 'duration': 25}, {'start_time': 20011, 'end_time': 20035, 'duration': 25}, {'start_time': 20446, 'end_time': 20470, 'duration': 25}, {'start_time': 20446, 'end_time': 20470, 'duration': 25}, {'start_time': 20869, 'end_time': 20893, 'duration': 25}, {'start_time': 20869, 'end_time': 20893, 'duration': 25}, {'start_time': 21304, 'end_time': 21328, 'duration': 25}, {'start_time': 21304, 'end_time': 21328, 'duration': 25}, {'start_time': 21727, 'end_time': 21751, 'duration': 25}, {'start_time': 21727, 'end_time': 21751, 'duration': 25}, {'start_time': 22162, 'end_time': 22186, 'duration': 25}, {'start_time': 22162, 'end_time': 22186, 'duration': 25}, {'start_time': 22585, 'end_time': 22609, 'duration': 25}, {'start_time': 22585, 'end_time': 22609, 'duration': 25}, {'start_time': 23020, 'end_time': 23044, 'duration': 25}, {'start_time': 23020, 'end_time': 23044, 'duration': 25}, {'start_time': 23443, 'end_time': 23467, 'duration': 25}, {'start_time': 23443, 'end_time': 23467, 'duration': 25}, {'start_time': 23878, 'end_time': 23902, 'duration': 25}, {'start_time': 23878, 'end_time': 23902, 'duration': 25}, {'start_time': 24301, 'end_time': 24325, 'duration': 25}, {'start_time': 24301, 'end_time': 24325, 'duration': 25}, {'start_time': 24736, 'end_time': 24760, 'duration': 25}, {'start_time': 24736, 'end_time': 24760, 'duration': 25}, {'start_time': 25159, 'end_time': 25183, 'duration': 25}, {'start_time': 25159, 'end_time': 25183, 'duration': 25}]",6762
P_1-2_2229,P_2-1_4331,"[{'start_time': 18782, 'end_time': 18806, 'duration': 25}, {'start_time': 18782, 'end_time': 18806, 'duration': 25}, {'start_time': 19204, 'end_time': 19228, 'duration': 25}, {'start_time': 19204, 'end_time': 19228, 'duration': 25}, {'start_time': 19640, 'end_time': 19664, 'duration': 25}, {'start_time': 19640, 'end_time': 19664, 'duration': 25}, {'start_time': 20062, 'end_time': 20086, 'duration': 25}, {'start_time': 20062, 'end_time': 20086, 'duration': 25}, {'start_time': 20498, 'end_time': 20522, 'duration': 25}, {'start_time': 20498, 'end_time': 20522, 'duration': 25}, {'start_time': 20920, 'end_time': 20944, 'duration': 25}, {'start_time': 20920, 'end_time': 20944, 'duration': 25}, {'start_time': 21356, 'end_time': 21380, 'duration': 25}, {'start_time': 21356, 'end_time': 21380, 'duration': 25}, {'start_time': 21778, 'end_time': 21802, 'duration': 25}, {'start_time': 21778, 'end_time': 21802, 'duration': 25}, {'start_time': 22214, 'end_time': 22238, 'duration': 25}, {'start_time': 22214, 'end_time': 22238, 'duration': 25}, {'start_time': 22636, 'end_time': 22660, 'duration': 25}, {'start_time': 22636, 'end_time': 22660, 'duration': 25}, {'start_time': 23072, 'end_time': 23096, 'duration': 25}, {'start_time': 23072, 'end_time': 23096, 'duration': 25}, {'start_time': 23494, 'end_time': 23518, 'duration': 25}, {'start_time': 23494, 'end_time': 23518, 'duration': 25}, {'start_time': 23930, 'end_time': 23954, 'duration': 25}, {'start_time': 23930, 'end_time': 23954, 'duration': 25}, {'start_time': 24352, 'end_time': 24376, 'duration': 25}, {'start_time': 24352, 'end_time': 24376, 'duration': 25}, {'start_time': 24788, 'end_time': 24812, 'duration': 25}, {'start_time': 24788, 'end_time': 24812, 'duration': 25}]",6762
P_1-2_2229,P_2-1_3376,"[{'start_time': 18904, 'end_time': 18928, 'duration': 25}, {'start_time': 18904, 'end_time': 18928, 'duration': 25}, {'start_time': 19341, 'end_time': 19365, 'duration': 25}, {'start_time': 19341, 'end_time': 19365, 'duration': 25}, {'start_time': 19778, 'end_time': 19802, 'duration': 25}, {'start_time': 19778, 'end_time': 19802, 'duration': 25}, {'start_time': 20215, 'end_time': 20239, 'duration': 25}, {'start_time': 20215, 'end_time': 20239, 'duration': 25}, {'start_time': 20652, 'end_time': 20676, 'duration': 25}, {'start_time': 20652, 'end_time': 20676, 'duration': 25}, {'start_time': 21089, 'end_time': 21113, 'duration': 25}, {'start_time': 21089, 'end_time': 21113, 'duration': 25}, {'start_time': 21526, 'end_time': 21550, 'duration': 25}, {'start_time': 21526, 'end_time': 21550, 'duration': 25}, {'start_time': 21963, 'end_time': 21987, 'duration': 25}, {'start_time': 21963, 'end_time': 21987, 'duration': 25}, {'start_time': 22400, 'end_time': 22424, 'duration': 25}, {'start_time': 22400, 'end_time': 22424, 'duration': 25}, {'start_time': 22837, 'end_time': 22861, 'duration': 25}, {'start_time': 22837, 'end_time': 22861, 'duration': 25}, {'start_time': 23274, 'end_time': 23298, 'duration': 25}, {'start_time': 23274, 'end_time': 23298, 'duration': 25}, {'start_time': 23711, 'end_time': 23735, 'duration': 25}, {'start_time': 23711, 'end_time': 23735, 'duration': 25}, {'start_time': 24148, 'end_time': 24172, 'duration': 25}, {'start_time': 24148, 'end_time': 24172, 'duration': 25}, {'start_time': 24585, 'end_time': 24609, 'duration': 25}, {'start_time': 24585, 'end_time': 24609, 'duration': 25}, {'start_time': 25022, 'end_time': 25046, 'duration': 25}, {'start_time': 25022, 'end_time': 25046, 'duration': 25}]",6762
P_1-2_2229,P_2-1_6256,"[{'start_time': 18922, 'end_time': 18946, 'duration': 25}, {'start_time': 18922, 'end_time': 18946, 'duration': 25}, {'start_time': 19359, 'end_time': 19383, 'duration': 25}, {'start_time': 19359, 'end_time': 19383, 'duration': 25}, {'start_time': 19816, 'end_time': 19840, 'duration': 25}, {'start_time': 19816, 'end_time': 19840, 'duration': 25}, {'start_time': 20253, 'end_time': 20277, 'duration': 25}, {'start_time': 20253, 'end_time': 20277, 'duration': 25}, {'start_time': 20710, 'end_time': 20734, 'duration': 25}, {'start_time': 20710, 'end_time': 20734, 'duration': 25}, {'start_time': 21147, 'end_time': 21171, 'duration': 25}, {'start_time': 21147, 'end_time': 21171, 'duration': 25}, {'start_time': 21604, 'end_time': 21628, 'duration': 25}, {'start_time': 21604, 'end_time': 21628, 'duration': 25}, {'start_time': 22041, 'end_time': 22065, 'duration': 25}, {'start_time': 22041, 'end_time': 22065, 'duration': 25}, {'start_time': 22498, 'end_time': 22522, 'duration': 25}, {'start_time': 22498, 'end_time': 22522, 'duration': 25}, {'start_time': 22935, 'end_time': 22959, 'duration': 25}, {'start_time': 22935, 'end_time': 22959, 'duration': 25}, {'start_time': 23392, 'end_time': 23416, 'duration': 25}, {'start_time': 23392, 'end_time': 23416, 'duration': 25}, {'start_time': 23829, 'end_time': 23853, 'duration': 25}, {'start_time': 23829, 'end_time': 23853, 'duration': 25}, {'start_time': 24286, 'end_time': 24310, 'duration': 25}, {'start_time': 24286, 'end_time': 24310, 'duration': 25}, {'start_time': 24723, 'end_time': 24747, 'duration': 25}, {'start_time': 24723, 'end_time': 24747, 'duration': 25}, {'start_time': 25180, 'end_time': 25200, 'duration': 21}, {'start_time': 25180, 'end_time': 25200, 'duration': 21}]",6762
P_1-2_2229,P_1-2_3908,"[{'start_time': 19013, 'end_time': 19037, 'duration': 25}, {'start_time': 19013, 'end_time': 19037, 'duration': 25}, {'start_time': 19449, 'end_time': 19473, 'duration': 25}, {'start_time': 19449, 'end_time': 19473, 'duration': 25}, {'start_time': 19887, 'end_time': 19911, 'duration': 25}, {'start_time': 19887, 'end_time': 19911, 'duration': 25}, {'start_time': 20323, 'end_time': 20347, 'duration': 25}, {'start_time': 20323, 'end_time': 20347, 'duration': 25}, {'start_time': 20761, 'end_time': 20785, 'duration': 25}, {'start_time': 20761, 'end_time': 20785, 'duration': 25}, {'start_time': 21197, 'end_time': 21221, 'duration': 25}, {'start_time': 21197, 'end_time': 21221, 'duration': 25}, {'start_time': 21635, 'end_time': 21659, 'duration': 25}, {'start_time': 21635, 'end_time': 21659, 'duration': 25}, {'start_time': 22071, 'end_time': 22095, 'duration': 25}, {'start_time': 22071, 'end_time': 22095, 'duration': 25}, {'start_time': 22509, 'end_time': 22533, 'duration': 25}, {'start_time': 22509, 'end_time': 22533, 'duration': 25}, {'start_time': 22945, 'end_time': 22969, 'duration': 25}, {'start_time': 22945, 'end_time': 22969, 'duration': 25}, {'start_time': 23383, 'end_time': 23407, 'duration': 25}, {'start_time': 23383, 'end_time': 23407, 'duration': 25}, {'start_time': 23819, 'end_time': 23843, 'duration': 25}, {'start_time': 23819, 'end_time': 23843, 'duration': 25}, {'start_time': 24257, 'end_time': 24281, 'duration': 25}, {'start_time': 24257, 'end_time': 24281, 'duration': 25}, {'start_time': 24693, 'end_time': 24717, 'duration': 25}, {'start_time': 24693, 'end_time': 24717, 'duration': 25}, {'start_time': 25131, 'end_time': 25155, 'duration': 25}, {'start_time': 25131, 'end_time': 25155, 'duration': 25}]",6762
P_1-2_2229,P_1-2_4607,"[{'start_time': 19190, 'end_time': 19214, 'duration': 25}, {'start_time': 19190, 'end_time': 19214, 'duration': 25}, {'start_time': 19625, 'end_time': 19649, 'duration': 25}, {'start_time': 19625, 'end_time': 19649, 'duration': 25}, {'start_time': 20063, 'end_time': 20087, 'duration': 25}, {'start_time': 20063, 'end_time': 20087, 'duration': 25}, {'start_time': 20498, 'end_time': 20522, 'duration': 25}, {'start_time': 20498, 'end_time': 20522, 'duration': 25}, {'start_time': 20936, 'end_time': 20960, 'duration': 25}, {'start_time': 20936, 'end_time': 20960, 'duration': 25}, {'start_time': 21371, 'end_time': 21395, 'duration': 25}, {'start_time': 21371, 'end_time': 21395, 'duration': 25}, {'start_time': 21809, 'end_time': 21833, 'duration': 25}, {'start_time': 21809, 'end_time': 21833, 'duration': 25}, {'start_time': 22244, 'end_time': 22268, 'duration': 25}, {'start_time': 22244, 'end_time': 22268, 'duration': 25}, {'start_time': 22682, 'end_time': 22706, 'duration': 25}, {'start_time': 22682, 'end_time': 22706, 'duration': 25}, {'start_time': 23117, 'end_time': 23141, 'duration': 25}, {'start_time': 23117, 'end_time': 23141, 'duration': 25}, {'start_time': 23555, 'end_time': 23579, 'duration': 25}, {'start_time': 23555, 'end_time': 23579, 'duration': 25}, {'start_time': 23990, 'end_time': 24014, 'duration': 25}, {'start_time': 23990, 'end_time': 24014, 'duration': 25}, {'start_time': 24428, 'end_time': 24452, 'duration': 25}, {'start_time': 24428, 'end_time': 24452, 'duration': 25}, {'start_time': 24863, 'end_time': 24887, 'duration': 25}, {'start_time': 24863, 'end_time': 24887, 'duration': 25}]",6762
P_1-2_2229,P_1-1-pt_7104,"[{'start_time': 19278, 'end_time': 19313, 'duration': 36}, {'start_time': 19278, 'end_time': 19313, 'duration': 36}, {'start_time': 19723, 'end_time': 19723, 'duration': 1}, {'start_time': 19723, 'end_time': 19723, 'duration': 1}, {'start_time': 19725, 'end_time': 21961, 'duration': 2237}, {'start_time': 19725, 'end_time': 21961, 'duration': 2237}, {'start_time': 22367, 'end_time': 22390, 'duration': 24}, {'start_time': 22367, 'end_time': 22390, 'duration': 24}, {'start_time': 22806, 'end_time': 22835, 'duration': 30}, {'start_time': 22806, 'end_time': 22835, 'duration': 30}, {'start_time': 23250, 'end_time': 23273, 'duration': 24}, {'start_time': 23250, 'end_time': 23273, 'duration': 24}, {'start_time': 23692, 'end_time': 23716, 'duration': 25}, {'start_time': 23692, 'end_time': 23716, 'duration': 25}, {'start_time': 24133, 'end_time': 24156, 'duration': 24}, {'start_time': 24133, 'end_time': 24156, 'duration': 24}, {'start_time': 24576, 'end_time': 24599, 'duration': 24}, {'start_time': 24576, 'end_time': 24599, 'duration': 24}, {'start_time': 25016, 'end_time': 25039, 'duration': 24}, {'start_time': 25016, 'end_time': 25039, 'duration': 24}]",6762
