user_id,neighbor_id,duration_seconds
P0,P812,3.0000000000000013
P0,P122,10.499999999999979
P0,P809,7.599999999999989
P0,P909,4.100000000000001
P0,P163,3.600000000000002
P0,P86,242.5999999999905
P0,P444,4.000000000000002
P0,P35,1.9000000000000006
P0,P449,1.7000000000000004
P0,P811,8.999999999999984
P0,P819,6.099999999999994
P0,P160,4.000000000000002
P0,P719,2.800000000000001
P0,P497,10.29999999999998
P0,P609,6.699999999999992
P0,P138,1.8000000000000005
P0,P540,2.1000000000000005
P0,P60,8.499999999999986
P0,P553,2.3000000000000007
P0,P822,2.1000000000000005
P0,P798,9.699999999999982
P0,P1023,5.899999999999995
P0,P100,5.999999999999995
P0,P337,9.699999999999982
P0,P241,6.699999999999992
P0,P123,5.599999999999996
P0,P291,8.399999999999986
P0,P260,9.499999999999982
P0,P78,7.699999999999989
P0,P1005,14.799999999999963
P0,P592,6.999999999999991
P0,P980,5.4999999999999964
P0,P551,8.399999999999986
P0,P14,7.699999999999989
P0,P991,5.699999999999996
P0,P647,8.399999999999986
P0,P717,4.999999999999998
P0,P860,7.29999999999999
P0,P731,6.299999999999994
P0,P776,15.59999999999996
P0,P200,5.299999999999997
P0,P894,6.399999999999993
P0,P745,10.19999999999998
P0,P473,6.499999999999993
P0,P778,8.099999999999987
P0,P728,7.29999999999999
P0,P309,6.399999999999993
P0,P3,8.399999999999986
P0,P832,6.399999999999993
P0,P656,8.699999999999985
P0,P254,6.199999999999994
P0,P927,8.399999999999986
P0,P344,6.5999999999999925
P0,P794,9.099999999999984
P0,P89,5.699999999999996
P0,P411,7.999999999999988
P0,P848,7.999999999999988
P0,P994,8.299999999999986
P0,P613,7.899999999999988
P0,P102,7.099999999999991
P0,P251,5.999999999999995
P0,P586,7.29999999999999
P0,P194,5.599999999999996
P1,P317,14.799999999999963
P1,P765,18.099999999999987
P1,P879,6.099999999999994
P1,P416,12.79999999999997
P2,P773,7.29999999999999
P2,P59,3.3000000000000016
P2,P645,5.699999999999996
P2,P416,7.999999999999988
P2,P988,9.399999999999983
P2,P164,5.299999999999997
P2,P51,8.299999999999986
P2,P535,5.899999999999995
P2,P9,8.399999999999986
P2,P543,6.799999999999992
P2,P101,6.099999999999994
P2,P587,6.699999999999992
P2,P182,6.099999999999994
P2,P767,7.19999999999999
P2,P319,7.599999999999989
P2,P395,8.199999999999987
P2,P939,11.399999999999975
P2,P369,5.999999999999995
P2,P714,7.29999999999999
P3,P82,45.70000000000038
P3,P984,4.5
P3,P325,2.500000000000001
P3,P726,2.500000000000001
P3,P28,3.800000000000002
P3,P529,2.600000000000001
P3,P604,2.700000000000001
P3,P625,3.800000000000002
P3,P1012,2.9000000000000012
P3,P163,8.399999999999986
P3,P291,2.700000000000001
P3,P809,5.899999999999995
P3,P991,2.800000000000001
P3,P632,6.199999999999994
P3,P994,2.500000000000001
P3,P342,7.499999999999989
P3,P78,6.5999999999999925
P3,P811,6.299999999999994
P3,P208,1.4000000000000001
P3,P819,5.399999999999997
P3,P1023,8.099999999999987
P3,P609,7.29999999999999
P3,P444,6.099999999999994
P3,P60,7.999999999999988
P3,P798,6.399999999999993
P3,P832,3.900000000000002
P3,P0,8.399999999999986
P3,P254,4.200000000000001
P3,P927,2.800000000000001
P3,P509,5.999999999999995
P3,P647,9.199999999999983
P3,P794,2.500000000000001
P3,P89,2.400000000000001
P3,P411,2.400000000000001
P3,P403,7.799999999999988
P3,P555,7.799999999999988
P3,P634,4.200000000000001
P3,P240,4.100000000000001
P3,P522,6.799999999999992
P3,P673,6.799999999999992
P3,P146,3.3000000000000016
P3,P56,2.2000000000000006
P3,P613,2.9000000000000012
P3,P702,8.399999999999986
P3,P825,8.399999999999986
P3,P612,2.700000000000001
P3,P982,3.1000000000000014
P3,P121,9.699999999999982
P3,P481,9.699999999999982
P3,P943,9.699999999999982
P3,P305,2.2000000000000006
P3,P617,2.800000000000001
P3,P203,5.299999999999997
P3,P39,5.4999999999999964
P3,P45,5.4999999999999964
P3,P744,2.800000000000001
P3,P562,4.200000000000001
P3,P898,4.999999999999998
P3,P96,3.0000000000000013
P3,P98,9.799999999999981
P3,P315,9.799999999999981
P3,P381,3.800000000000002
P3,P324,3.2000000000000015
P3,P600,5.1999999999999975
P3,P284,3.3000000000000016
P3,P422,3.3000000000000016
P3,P645,5.999999999999995
P3,P156,8.699999999999985
P3,P575,3.0000000000000013
P3,P815,8.699999999999985
P3,P494,3.700000000000002
P3,P302,8.499999999999986
P3,P495,8.499999999999986
P3,P675,8.499999999999986
P3,P721,8.499999999999986
P3,P857,8.499999999999986
P3,P439,2.9000000000000012
P3,P901,3.0000000000000013
P3,P806,3.3000000000000016
P3,P791,1.6000000000000003
P3,P194,3.600000000000002
P3,P329,3.700000000000002
P3,P916,7.799999999999988
P3,P722,3.1000000000000014
P3,P803,5.599999999999996
P3,P528,5.799999999999995
P3,P32,6.699999999999992
P3,P433,4.5
P4,P143,4.4
P4,P404,8.299999999999986
P4,P94,3.800000000000002
P4,P105,3.700000000000002
P4,P928,317.0000000000036
P4,P480,5.399999999999997
P4,P336,2.800000000000001
P4,P679,3.700000000000002
P4,P36,87.29999999999932
P4,P113,2.500000000000001
P4,P850,193.99999999999326
P4,P805,2.2000000000000006
P4,P539,5.099999999999998
P4,P171,10.09999999999998
P4,P6,2.400000000000001
P4,P128,6.699999999999992
P4,P255,2.800000000000001
P4,P422,11.699999999999974
P4,P194,2.400000000000001
P4,P826,2.2000000000000006
P4,P25,3.2000000000000015
P4,P146,11.599999999999975
P4,P613,6.099999999999994
P4,P131,2.600000000000001
P4,P670,8.299999999999986
P4,P495,2.2000000000000006
P4,P231,6.099999999999994
P4,P439,9.89999999999998
P4,P232,5.999999999999995
P4,P716,4.000000000000002
P4,P77,4.899999999999999
P4,P233,2.1000000000000005
P4,P653,2.1000000000000005
P4,P901,305.3000000000009
P4,P329,11.299999999999976
P4,P213,2.600000000000001
P4,P1007,3.800000000000002
P4,P970,5.1999999999999975
P4,P853,2.9000000000000012
P4,P984,3.0000000000000013
P4,P477,3.800000000000002
P4,P867,2.400000000000001
P4,P384,3.800000000000002
P4,P186,2.400000000000001
P4,P17,3.0000000000000013
P4,P466,7.39999999999999
P4,P694,7.39999999999999
P4,P1004,3.3000000000000016
P4,P1013,5.099999999999998
P4,P558,3.1000000000000014
P4,P635,2.3000000000000007
P4,P956,7.099999999999991
P4,P981,15.499999999999961
P4,P351,3.1000000000000014
P4,P568,3.3000000000000016
P4,P649,3.600000000000002
P4,P634,15.59999999999996
P4,P975,5.799999999999995
P4,P1015,2.700000000000001
P4,P314,2.700000000000001
P4,P563,5.699999999999996
P4,P437,3.0000000000000013
P4,P90,5.099999999999998
P4,P442,11.499999999999975
P4,P689,2.400000000000001
P4,P973,2.2000000000000006
P4,P752,8.199999999999987
P4,P564,2.1000000000000005
P4,P280,2.0000000000000004
P4,P492,6.999999999999991
P4,P126,1.9000000000000006
P4,P400,2.700000000000001
P4,P884,3.3000000000000016
P4,P474,4.899999999999999
P4,P258,8.799999999999985
P4,P591,2.500000000000001
P4,P101,3.1000000000000014
P4,P472,2.9000000000000012
P4,P12,12.099999999999973
P4,P459,2.700000000000001
P4,P741,2.0000000000000004
P4,P791,10.399999999999979
P4,P630,6.999999999999991
P4,P707,3.1000000000000014
P4,P713,1.7000000000000004
P4,P48,9.799999999999981
P4,P730,2.600000000000001
P4,P285,2.600000000000001
P4,P726,2.500000000000001
P4,P494,9.599999999999982
P4,P398,2.2000000000000006
P4,P333,13.599999999999968
P4,P748,2.1000000000000005
P4,P148,3.0000000000000013
P4,P918,2.700000000000001
P4,P627,2.0000000000000004
P4,P302,7.39999999999999
P4,P721,7.39999999999999
P4,P857,7.39999999999999
P4,P115,2.9000000000000012
P4,P581,2.3000000000000007
P4,P129,3.0000000000000013
P4,P1001,4.000000000000002
P4,P427,2.9000000000000012
P4,P842,4.300000000000001
P4,P79,3.2000000000000015
P4,P406,5.999999999999995
P4,P202,3.1000000000000014
P4,P813,3.1000000000000014
P4,P815,1.8000000000000005
P4,P49,3.2000000000000015
P4,P357,2.1000000000000005
P4,P381,9.99999999999998
P4,P140,1.9000000000000006
P4,P500,3.4000000000000017
P4,P600,6.099999999999994
P4,P482,4.100000000000001
P4,P44,2.500000000000001
P4,P840,2.600000000000001
P4,P450,2.600000000000001
P4,P885,2.800000000000001
P4,P775,2.700000000000001
P4,P898,8.199999999999987
P4,P364,2.1000000000000005
P4,P435,1.8000000000000005
P4,P606,2.2000000000000006
P4,P234,4.300000000000001
P4,P45,4.6
P4,P499,4.100000000000001
